;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_narbonne;Narbonne;Narbonne;Narbonne;;Narbonne;;;;;;;;;x
d_narbonne_adj;Narbonian;Narbonian;Narbonian;;Narbonian;;;;;;;;;x
c_dannenberg;Dannenberg;Dannenberg;Dannenberg;;Dannenberg;;;;;;;;;x
c_dannenberg_adj;Dannenbergish;Dannenbergish;Dannenbergish;;Dannenbergish;;;;;;;;;x
c_wargrien_adj;Wargrian;Wargrian;Wargrian;;Wargrian;;;;;;;;;x
c_pontevedra_adj;Pontevedresan;Pontevedresan;Pontevedresan;;Pontevedresan;;;;;;;;;x
c_eivissa;Ibiza;Ibiza;Ibiza;;Ibiza;;;;;;;;;x
c_eivissa_adj;Ibizan;Ibizan;Ibizan;;Ibizan;;;;;;;;;x
c_csanad;Csanád;Csanád;Csanád;;Csanád;;;;;;;;;x
c_csanad_adj;Csanádian;Csanádian;Csanádian;;Csanádian;;;;;;;;;x
c_legnica;Legnica;Legnica;Legnica;;Legnica;;;;;;;;;x
c_legnica_adj;Silesian;Silesian;Silesian;;Silesian;;;;;;;;;x
c_reinholdsburg;Rendsburg;Rendsburg;Rendsburg;;Rendsburg;;;;;;;;;x
c_reinholdsburg_adj;Reinholdsburgian;Reinholdsburgian;Reinholdsburgian;;Reinholdsburgian;;;;;;;;;x
c_oettingen;Oettigen;Oettigen;Oettigen;;Oettigen;;;;;;;;;x
c_forcalquier;Forcalquier;Forcalquier;Forcalquier;;Forcalquier;;;;;;;;;x
c_forcalquier_adj;Forcalquieran;Forcalquieran;Forcalquieran;;Forcalquieran;;;;;;;;;x
c_conservano_adj;Conversanan;Conversanan;Conversanan;;Conversanan;;;;;;;;;x
c_arezzo_adj;Arezzian;Arezzian;Arezzian;;Arezzian;;;;;;;;;x
c_celano;Celano;Celano;Celano;;Celano;;;;;;;;;x
c_celano_adj;Celanian;Celanian;Celanian;;Celanian;;;;;;;;;x
c_ventimiglia;Ventigmilia;Ventigmilia;Ventigmilia;;Ventigmilia;;;;;;;;;x
c_ventimiglia_adj;Ventigmilian;Ventigmilian;Ventigmilian;;Ventigmilian;;;;;;;;;x
c_bourges;Bourges;Bourges;Bourges;;Bourges;;;;;;;;;x
c_bourges_adj;Bourges;Bourges;Bourges;;Bourges;;;;;;;;;x
c_murat;Murat;Murat;Murat;;Murat;;;;;;;;;x
c_murat_adj;Muratain;Muratain;Muratain;;Muratain;;;;;;;;;x
c_bayeux;Bayeux;Bayeux;Bayeux;;Bayeux;;;;;;;;;x
c_bayeux_adj;Bayeuxan;Bayeuxan;Bayeuxan;;Bayeuxan;;;;;;;;;x
c_nordfriisland;Nordfriisland;Nordfriisland;Nordfriisland;;Nordfriisland;;;;;;;;;x
c_nordfriisland_adj;Nordfrysk;Nordfrysk;Nordfrysk;;Nordfrysk;;;;;;;;;x
c_rustringen;Rüstringen;Rüstringen;Rüstringen;;Rüstringen;;;;;;;;;x
c_rustringen_adj;Rüstringer;Rüstringer;Rüstringer;;Rüstringer;;;;;;;;;x
c_anglesey;Anglesey;Anglesey;Anglesey;;Anglesey;;;;;;;;;x
c_anglesey_adj;Ynys Mônian;Ynys Mônian;Ynys Mônian;;Ynys Mônian;;;;;;;;;x
c_porcien;Porcien;Porcien;Porcien;;Porcien;;;;;;;;;x
c_porcien_adj;Porcienan;Porcienan;Porcienan;;Porcienan;;;;;;;;;x
c_vertus;Châtillon;Châtillon;Châtillon;;Châtillon;;;;;;;;;x
c_vertus_adj;Châtillonais;Châtillonais;Châtillonais;;Châtillonais;;;;;;;;;x
c_chateaudun;Chateaudun;Chateaudun;Chateaudun;;Chateaudun;;;;;;;;;x
c_chateaudun_adj;Chateaudunais;Chateaudunais;Chateaudunais;;Chateaudunais;;;;;;;;;x
c_bigorre;Bigorre;Bigorre;Bigorre;;Bigorre;;;;;;;;;x
c_bigorre_adj;Bigorreian;Bigorreian;Bigorreian;;Bigorreian;;;;;;;;;x
c_quercy;Quercy;Quercy;Quercy;;Quercy;;;;;;;;;x
c_quercy_adj;Quercian;Quercian;Quercian;;Quercian;;;;;;;;;x
c_gatinas;Gâtinais;Gâtinais;Gâtinais;;Gâtinais;;;;;;;;;x
c_gatinas_adj;Gâtinaisian;Gâtinaisian;Gâtinaisian;;Gâtinaisian;;;;;;;;;x
c_lugo;Lugo;Lugo;Lugo;;Lugo;;;;;;;;;x
c_lugo_adj;Lucense;Lucense;Lucense;;Lucense;;;;;;;;;x
c_lemos;Lemos;Lemos;Lemos;;Lemos;;;;;;;;;x
c_lemos_adj;Monfortina;Monfortina;Monfortina;;Monfortina;;;;;;;;;x
c_jaen_adj;Jienense;Jienense;Jienense;;Jienense;;;;;;;;;x
c_toro;Toro;Toro;Toro;;Toro;;;;;;;;;x
c_toro_adj;Toresana;Toresana;Toresana;;Toresana;;;;;;;;;x
c_ciudad_rodrigo;Ciudad Rodrigo;Ciudad Rodrigo;Ciudad Rodrigo;;Ciudad Rodrigo;;;;;;;;;x
c_ciudad_rodrigo_adj;Mirobriguense;Mirobriguense;Mirobriguense;;Mirobriguense;;;;;;;;;x
c_thomar;Thomar;Thomar;Thomar;;Thomar;;;;;;;;;x
c_thomar_adj;Nabantina;Nabantina;Nabantina;;Nabantina;;;;;;;;;x
c_palencia;Palencia;Palencia;Palencia;;Palencia;;;;;;;;;x
c_palencia_adj;Palentina;Palentina;Palentina;;Palentina;;;;;;;;;x
c_medina_del_campo;Medina del Campo;Medina del Campo;Medina del Campo;;Medina del Campo;;;;;;;;;x
c_medina_del_campo_adj;Medinense;Medinense;Medinense;;Medinense;;;;;;;;;x
c_avila;Ávila;Ávila;Ávila;;Ávila;;;;;;;;;x
c_avila_adj;Abulense;Abulense;Abulense;;Abulense;;;;;;;;;x
c_segovia;Segovia;Segovia;Segovia;;Segovia;;;;;;;;;x
c_segovia_adj;Segoviana;Segoviana;Segoviana;;Segoviana;;;;;;;;;x
c_setubal;Setúbal;Setúbal;Setúbal;;Setúbal;;;;;;;;;x
c_setubal_adj;Setubalense;Setubalense;Setubalense;;Setubalense;;;;;;;;;x
c_guadalajara;Guadalajara;Guadalajara;Guadalajara;;Guadalajara;;;;;;;;;x
c_guadalajara_adj;Guadalajareña;Guadalajareña;Guadalajareña;;Guadalajareña;;;;;;;;;x
c_alava;Álava;Álava;Álava;;Álava;;;;;;;;;x
c_alava_adj;Alavesa;Alavesa;Alavesa;;Alavesa;;;;;;;;;x
c_guipuzcoa;Guipuzcoa;Guipuzcoa;Guipuzcoa;;Guipuzcoa;;;;;;;;;x
c_guipuzcoa_adj;guipuzcoano;guipuzcoano;guipuzcoano;;guipuzcoano;;;;;;;;;x
c_tudela;Tudela;Tudela;Tudela;;Tudela;;;;;;;;;x
c_tudela_adj;Tudelana;Tudelana;Tudelana;;Tudelana;;;;;;;;;x
c_sobrarbe;Sobrarbe;Sobrarbe;Sobrarbe;;Sobrarbe;;;;;;;;;x
c_sobrarbe_adj;Sobrarbense;Sobrarbense;Sobrarbense;;Sobrarbense;;;;;;;;;x
c_ribagorza;Ribagorza;Ribagorza;Ribagorza;;Ribagorza;;;;;;;;;x
c_ribagorza_adj;Ribagorzana;Ribagorzana;Ribagorzana;;Ribagorzana;;;;;;;;;x
c_huesca;Huesca;Huesca;Huesca;;Huesca;;;;;;;;;x
c_huesca_adj;Oscense;Oscense;Oscense;;Oscense;;;;;;;;;x
c_teruel;Teruel;Teruel;Teruel;;Teruel;;;;;;;;;x
c_teruel_adj;Turolense;Turolense;Turolense;;Turolense;;;;;;;;;x
c_caspe;Caspe;Caspe;Caspe;;Caspe;;;;;;;;;x
c_caspe_adj;Caspolina;Caspolina;Caspolina;;Caspolina;;;;;;;;;x
c_girona;Girona;Girona;Girona;;Girona;;;;;;;;;x
c_girona_adj;Gerundense;Gerundense;Gerundense;;Gerundense;;;;;;;;;x
c_beja;Beja;Beja;Beja;;Beja;;;;;;;;;x
c_beja_adj;Bejense;Bejense;Bejense;;Bejense;;;;;;;;;x
c_braga;Braga;Braga;Braga;;Braga;;;;;;;;;x
c_braga_adj;Bracarense;Bracarense;Bracarense;;Bracarense;;;;;;;;;x
c_viseu;Viseu;Viseu;Viseu;;Viseu;;;;;;;;;x
c_viseu_adj;Viseense;Viseense;Viseense;;Viseense;;;;;;;;;x
c_trancoso;Trancoso;Trancoso;Trancoso;;Trancoso;;;;;;;;;x
c_trancoso_adj;Trancosense;Trancosense;Trancosense;;Trancosense;;;;;;;;;x
c_leiria;Leiria;Leiria;Leiria;;Leiria;;;;;;;;;x
c_leiria_adj;Leiriense;Leiriense;Leiriense;;Leiriense;;;;;;;;;x
c_alcaraz;Alcaraz;Alcaraz;Alcaraz;;Alcaraz;;;;;;;;;x
c_alcaraz_adj;Alcaraceña;Alcaraceña;Alcaraceña;;Alcaraceña;;;;;;;;;x
c_logrono;Logroño;Logroño;Logroño;;Logroño;;;;;;;;;x
c_logrono_adj;Logroñesa;Logroñesa;Logroñesa;;Logroñesa;;;;;;;;;x
c_insalah;In Salah;In Salah;In Salah;;In Salah;;;;;;;;;x
c_insalah_adj;In Salah;In Salah;In Salah;;In Salah;;;;;;;;;x
c_ghadames;Ghadamès;Ghadamès;Ghadamès;;Ghadamès;;;;;;;;;x
c_ghadames_adj;Ghadamès;Ghadamès;Ghadamès;;Ghadamès;;;;;;;;;x
c_tekkada;Tekkeda;Tekkeda;Tekkeda;;Tekkeda;;;;;;;;;x
c_tekkada_adj;Tekkeda;Tekkeda;Tekkeda;;Tekkeda;;;;;;;;;x
c_agades;Agadez;Agadez;Agadez;;Agadez;;;;;;;;;x
c_agades_adj;Agadez;Agadez;Agadez;;Agadez;;;;;;;;;x
c_ghat;Ghat;Ghat;Ghat;;Ghat;;;;;;;;;x
c_ghat_adj;Ghat;Ghat;Ghat;;Ghat;;;;;;;;;x
c_bilma;Bilma;Bilma;Bilma;;Bilma;;;;;;;;;x
c_bilma_adj;Bilma;Bilma;Bilma;;Bilma;;;;;;;;;x
c_gasaga;Gasga;Gasga;Gasga;;Gasga;;;;;;;;;x
c_gasaga_adj;Gasga;Gasga;Gasga;;Gasga;;;;;;;;;x
c_elfasher;El Fasher;El Fasher;El Fasher;;El Fasher;;;;;;;;;x
c_elfasher_adj;El Fasher;El Fasher;El Fasher;;El Fasher;;;;;;;;;x
c_dongola;Dongola;Dongola;Dongola;;Dongola;;;;;;;;;x
c_dongola_adj;Dongola;Dongola;Dongola;;Dongola;;;;;;;;;x
c_roufra;Roufra;Roufra;Roufra;;Roufra;;;;;;;;;x
c_roufra_adj;Roufra;Roufra;Roufra;;Roufra;;;;;;;;;x
c_awlil;Awlil;Awlil;Awlil;;Awlil;;;;;;;;;x
c_awlil_adj;Awlil;Awlil;Awlil;;Awlil;;;;;;;;;x
c_saone;Saône;Saône;Saône;;Saône;;;;;;;;;x
c_saone_adj;Saônan;Saônan;Saônan;;Saônan;;;;;;;;;x
c_hazart;Hazart;Hazart;Hazart;;Hazart;;;;;;;;;x
c_hazart_adj;Hazartian;Hazartian;Hazartian;;Hazartian;;;;;;;;;x
c_altair;Masyaf;Masyaf;Masyaf;;Masyaf;;;;;;;;;x
c_atair_adj;Maysafan;Maysafan;Maysafan;;Maysafan;;;;;;;;;x
c_sis;Sisium;Sisium;Sisium;;Sisium;;;;;;;;;x
c_sis_adj;Sisian;Sisian;Sisian;;Sisian;;;;;;;;;x
c_anamur;Anamurium;Anamurium;Anamurium;;Anamurium;;;;;;;;;x
c_anamur_adj;Anamurian;Anamurian;Anamurian;;Anamurian;;;;;;;;;x
c_lamas;Lamas;Lamas;Lamas;;Lamas;;;;;;;;;x
c_lamas_adj;Lamasan;Lamasan;Lamasan;;Lamasan;;;;;;;;;x
c_harran;Harran;Harran;Harran;;Harran;;;;;;;;;x
c_harran_adj;Harranan;Harranan;Harranan;;Harranan;;;;;;;;;x
c_manbij;Manbij;Manbij;Manbij;;Manbij;;;;;;;;;x
c_manbij_adj;Manbijan;Manbijan;Manbijan;;Manbijan;;;;;;;;;x
c_kerakdeschevaliers;Kerak des Chevaliers;Kerak des Chevaliers;Kerak des Chevaliers;;Kerak des Chevaliers;;;;;;;;;x
c_kerakdeschevaliers_adj;Monferrandish;Monferrandish;Monferrandish;;Monferrandish;;;;;;;;;x
c_kafrtab;Kafr-Tab;Kafr-Tab;Kafr-Tab;;Kafr-Tab;;;;;;;;;x
c_kafrtab_adj;Kafr-Taban;Kafr-Taban;Kafr-Taban;;Kafr-Taban;;;;;;;;;x
c_salamiyah;Salamiyah;Salamiyah;Salamiyah;;Salamiyah;;;;;;;;;x
c_salamiyah_adj;Salamiyahan;Salamiyahan;Salamiyahan;;Salamiyahan;;;;;;;;;x
c_gibelet;Gibelet;Gibelet;Gibelet;;Gibelet;;;;;;;;;x
c_gibelet_adj;Gibletian;Gibletian;Gibletian;;Gibletian;;;;;;;;;x
c_sebastia;Sebastia;Sebastia;Sebastia;;Sebastia;;;;;;;;;x
c_sebastia_adj;Sebastian;Sebastian;Sebastian;;Sebastian;;;;;;;;;x
c_mardin;Mardin;Mardin;Mardin;;Mardin;;;;;;;;;x
c_mardin_adj;Mardinian;Mardinian;Mardinian;;Mardinian;;;;;;;;;x
c_kaisun;Kaisun;Kaisun;Kaisun;;Kaisun;;;;;;;;;x
c_kaisun_adj;Kaisunuan;Kaisunuan;Kaisunuan;;Kaisunuan;;;;;;;;;x
c_aunis;Aunis;Aunis;Aunis;;Aunis;;;;;;;;;x
c_aunis_adj;Aunisian;Aunisian;Aunisian;;Aunisian;;;;;;;;;x
c_jylland;Aarhus;Aarhus;Aarhus;;Aarhus;;;;;;;;;x
c_jylland_adj;Aarhusian;Aarhusian;Aarhusian;;Aarhusian;;;;;;;;;x
c_lausitz;Oberlausitz;Oberlausitz;Oberlausitz;;Oberlausitz;;;;;;;;;x
c_lausitz_adj;Lausitzian;Lausitzian;Lausitzian;;Lausitzian;;;;;;;;;x
c_dorostotum;Boruy;Boruy;Boruy;;Boruy;;;;;;;;;x
c_dorostotum_adj;Bulgarian;Bulgarian;Bulgarian;;Bulgarian;;;;;;;;;x
c_hellas;Naupaktos;Naupaktos;Naupaktos;;Naupaktos;;;;;;;;;x
c_hellas_adj;Hellenic;Hellenic;Hellenic;;Hellenic;;;;;;;;;x
c_pecs_adj;Bodrogvárian;Bodrogvárian;Bodrogvárian;;Bodrogvárian;;;;;;;;;x
c_fejer_adj;Fejérian;Fejérian;Fejérian;;Fejérian;;;;;;;;;x
c_esztergom_adj;Visegrádian;Visegrádian;Visegrádian;;Visegrádian;;;;;;;;;x
c_pressburg_adj;Pozsonyian;Pozsonyian;Pozsonyian;;Pozsonyian;;;;;;;;;x
c_bacs_adj;Csongrádian;Csongrádian;Csongrádian;;Csongrádian;;;;;;;;;x
c_nitra_adj;Nyitravárian;Nyitravárian;Nyitravárian;;Nyitravárian;;;;;;;;;x
c_feher_adj;Fehérian;Fehérian;Fehérian;;Fehérian;;;;;;;;;x
c_szekelyfold_adj;Dobokaian;Dobokaian;Dobokaian;;Dobokaian;;;;;;;;;x
c_bihar_adj;Biharian;Biharian;Biharian;;Biharian;;;;;;;;;x
c_pest_adj;Újvárian;Újvárian;Újvárian;;Újvárian;;;;;;;;;x
c_marmaros_adj;Veszprémian;Veszprémian;Veszprémian;;Veszprémian;;;;;;;;;x
c_saris_adj;Borsodian;Borsodian;Borsodian;;Borsodian;;;;;;;;;x
c_bereg_adj;Somogyian;Somogyian;Somogyian;;Somogyian;;;;;;;;;x
c_gemer_adj;Gyõrian;Gyõrian;Gyõrian;;Gyõrian;;;;;;;;;x
c_trencin_adj;Barsian;Barsian;Barsian;;Barsian;;;;;;;;;x
c_glamorgan;Glamorgan;Glamorgan;Glamorgan;;Glamorgan;;;;;;;;;x
c_glamorgan_adj;Glamorganer;Glamorganer;Glamorganer;;Glamorganer;;;;;;;;;x
c_isle_of_man_adj;Manx;Manx;Manx;;Manx;;;;;;;;;x
c_essex_adj;East Saxon;East Saxon;East Saxon;;East Saxon;;;;;;;;;x
c_novara;Novara;Novara;Novara;;Novara;;;;;;;;;x
c_novara_adj;Novaran;Novaran;Novaran;;Novaran;;;;;;;;;x
c_utena;Utena;Utena;Utena;;Utena;;;;;;;;;x
c_utena_adj;Utenan;Utenan;Utenan;;Utenan;;;;;;;;;x
c_celje;Celje;Celje;Celje;;Celje;;;;;;;;;x
c_celje_adj;Celjen;Celjen;Celjen;;Celjen;;;;;;;;;x
c_chur;Chur;Chur;Chur;;Chur;;;;;;;;;x
c_chur_adj;Churish;Churish;Churish;;Churish;;;;;;;;;x
c_bacau;Bacau;Bacau;Bacau;;Bacau;;;;;;;;;x
c_bacau_adj;Bacauian;Bacauian;Bacauian;;Bacauian;;;;;;;;;x
c_southisland;South Iceland;South Iceland;South Iceland;;South Iceland;;;;;;;;;x
c_southisland_adj;Southern Icelander;Southern Icelander;Southern Icelander;;Southern Icelander;;;;;;;;;x
c_tregor;Trégor;Trégor;Trégor;;Trégor;;;;;;;;;x
c_tregor_adj;Trégorian;Trégorian;Trégorian;;Trégorian;;;;;;;;;x
c_nimes;Saint-Gilles;Saint-Gilles;Saint-Gilles;;Saint-Gilles;;;;;;;;;x
c_nimes_adj;Saint-Gillesian;Saint-Gillesian;Saint-Gillesian;;Saint-Gillesian;;;;;;;;;x
c_milau;Millau;Millau;Millau;;Millau;;;;;;;;;x
c_milau_adj;Millauian;Millauian;Millauian;;Millauian;;;;;;;;;x
c_carlades;Carladés;Carladés;Carladés;;Carladés;;;;;;;;;x
c_carlades_adj;Carladésan;Carladésan;Carladésan;;Carladésan;;;;;;;;;x
c_valentinois;Valentinois;Valentinois;Valentinois;;Valentinois;;;;;;;;;x
c_valentinois_adj;Valentinoisan;Valentinoisan;Valentinoisan;;Valentinoisan;;;;;;;;;x
c_marsan;Marsan;Marsan;Marsan;;Marsan;;;;;;;;;x
c_marsan_adj;Marsanian;Marsanian;Marsanian;;Marsanian;;;;;;;;;x
c_ravensberg;Ravensberg;Ravensberg;Ravensberg;;Ravensberg;;;;;;;;;x
c_ravensberg_adj;Ravensbergish;Ravensbergish;Ravensbergish;;Ravensbergish;;;;;;;;;x
c_dauphinedeauvergne;Clermont;Clermont;Clermont;;Clermont;;;;;;;;;x
c_dauphinedeauvergne_adj;Clermontian;Auvèrnhe;Auvèrnhe;;Auvèrnhe;;;;;;;;;x
c_hildesheim;Hildesheim;Hildesheim;Hildesheim;;Hildesheim;;;;;;;;;x
c_hildesheim_adj;Hildesheimish;Hildesheimish;Hildesheimish;;Hildesheimish;;;;;;;;;x
c_regensburg;Regensburg;Regensburg;Regensburg;;Regensburg;;;;;;;;;x
c_regensburg_adj;Regensburgish;Regensburgish;Regensburgish;;Regensburgish;;;;;;;;;x
c_couserans;Couserans;Couserans;Couserans;;Couserans;;;;;;;;;x
c_couserans_adj;Couseransan;Couseransan;Couseransan;;Couseransan;;;;;;;;;x
c_sidon;Sidon;Sidon;Sidon;;Sidon;;;;;;;;;x
c_sidon_adj;Sidonian;Sidonian;Sidonian;;Sidonian;;;;;;;;;x
c_caesarea;Caesarea;Caesarea;Caesarea;;Caesarea;;;;;;;;;x
c_caesarea_adj;Caesarean;Caesarean;Caesarean;;Caesarean;;;;;;;;;x
c_nazareth;Nazareth;Nazareth;Nazareth;;Nazareth;;;;;;;;;x
c_nazareth_adj;Nazarethan;Nazarethan;Nazarethan;;Nazarethan;;;;;;;;;x
c_bethsan;Bethsan;Bethsan;Bethsan;;Bethsan;;;;;;;;;x
c_bethsan_adj;Bethsanan;Bethsanan;Bethsanan;;Bethsanan;;;;;;;;;x
c_ibelin;Ibelin;Ibelin;Ibelin;;Ibelin;;;;;;;;;x
c_kuenring;Kuenring;Kuenring;Kuenring;;Kuenring;;;;;;;;;x
c_kuenring_adj;Küenringish;Küenringishe;Küenringish;;Küenringish;;;;;;;;;x
c_opava;Opava;Opava;Opava;;Opava;;;;;;;;;x
c_opava_adj;Opavan;Opavan;Opavan;;Opavan;;;;;;;;;x
c_zatec;Zatec;Zatec;Zatec;;Zatec;;;;;;;;;x
c_zatec_adj;Zatecan;Zatecan;Zatecan;;Zatecan;;;;;;;;;x
c_szvuine;Szvuine;Szvuine;Szvuine;;Szvuine;;;;;;;;;x
c_szvuine_adj;Szvuine;Szvuine;Szvuine;;Szvuine;;;;;;;;;x
b_bentheim;Bentheim;Bentheim;Bentheim;;Bentheim;;;;;;;;;x
b_sponheim;Sponheim;Sponheim;Sponheim;;Sponheim;;;;;;;;;x
b_montecheroux;Montécheroux ;Montécheroux ;Montécheroux ;;Montécheroux ;;;;;;;;;x
b_nizza;Nissa;Nissa;Nissa;;Nissa;;;;;;;;;x
b_benevento;Benevento;Benevento;Benevento;;Benevento;;;;;;;;;x
b_mentana;Mentana;Mentana;Mentana;;Mentana;;;;;;;;;x
b_trevignanoromano;Trevignano Romano;Trevignano Romano;Trevignano Romano;;Trevignano Romano;;;;;;;;;x
b_sorianonelcimino;Soriano nel Cimino;Soriano nel Cimino;Soriano nel Cimino;;Soriano nel Cimino;;;;;;;;;x
b_roma;Roma;Roma;Roma;;Roma;;;;;;;;;x
b_tusculum;Tusculum;Tusculum;Tusculum;;Tusculum;;;;;;;;;x
b_assisi;Assisi;Assisi;Assisi;;Assisi;;;;;;;;;x
b_vallecastellana;Vallecastellana;Vallecastellana;Vallecastellana;;Vallecastellana;;;;;;;;;x
b_ancona;Ancona;Ancona;Ancona;;Ancona;;;;;;;;;x
b_sanmarino;San Marino;San Marino;San Marino;;San Marino;;;;;;;;;x
b_sanseverino;San Severino;San Severino;San Severino;;San Severino;;;;;;;;;x
b_forli;Forli;Forli;Forli;;Forli;;;;;;;;;x
b_bologna;Bologna;Bologna;Bologna;;Bologna;;;;;;;;;x
b_lugoitaly;Lugh;Lugh;Lugh;;Lugh;;;;;;;;;x
b_siena;Siena;Siena;Siena;;Siena;;;;;;;;;x
b_suvereto;Suvereto;Suvereto;Suvereto;;Suvereto;;;;;;;;;x
b_pistoia;Pistoia;Pistoia;Pistoia;;Pistoia;;;;;;;;;x
b_firenze;Firenze;Firenze;Firenze;;Firenze;;;;;;;;;x
b_pisa;Pisa;Pisa;Pisa;;Pisa;;;;;;;;;x
b_salsomaggioreterme;Salsomaggiore;Salsomaggiore;Salsomaggiore;;Salsomaggiore;;;;;;;;;x
b_castellodistatto;Castèl de Statto;Castèl de Statto;Castèl de Statto;;Castèl de Statto;;;;;;;;;x
b_genoa;Genova;Genova;Genova;;Genova;;;;;;;;;x
b_monza;Monscia;Monscia;Monscia;;Monscia;;;;;;;;;x
b_este;Este;Este;Este;;Este;;;;;;;;;x
b_aquileia;Olee;Olee;Olee;;Olee;;;;;;;;;x
b_gniezno;Gniezno;Gniezno;Gniezno;;Gniezno;;;;;;;;;x
b_szczyrzycz;Szczyrzycz;Szczyrzycz;Szczyrzycz;;Szczyrzycz;;;;;;;;;"x			"
b_rochechouart;Rechoard ;Rechoard ;Rechoard ;;Rechoard ;;;;;;;;;x
b_comborn;Comborn;Comborn;Comborn;;Comborn;;;;;;;;;x
b_rodez;Rodez;Rodez;Rodez;;Rodez;;;;;;;;;x
b_grezes;Grèzes;Grèzes;Grèzes;;Grèzes;;;;;;;;;"x			"
b_montpellier;Montpellier;Montpellier;Montpellier;;Montpellier;;;;;;;;;x
b_melgueil;Melgeuil;Melgeuil;Melgeuil;;Melgeuil;;;;;;;;;x
b_reims;Reims;Reims;Reims;;Reims;;;;;;;;;"x			"
b_chatillon;Châtillon;Châtillon;Châtillon;;Châtillon;;;;;;;;;x
b_brienne;Brienne;Brienne;Brienne;;Brienne;;;;;;;;;x
b_meaux;Meaux;Meaux;Meaux;;Meaux;;;;;;;;;x
#Holstein;;;;;;;;;;;;;;x
b_heide;Heide;Heide;Heide;;Heide;;;;;;;;;x
#Mecklemburg;;;;;;;;;;;;;;x
b_dobran;Dobran;Dobran;Dobran;;Dobran;;;;;;;;;x
b_schwerin;Schwerin;Schwerin;Schwerin;;Schwerin;;;;;;;;;x
b_boizenburg;Boizenburg;Boizenburg;Boizenburg;;Boizenburg;;;;;;;;;x
b_malchow;Malchow;Malchow;Malchow;;Malchow;;;;;;;;;x
b_werle;Werle;Werle;Werle;;Werle;;;;;;;;;x
b_butzow;Bützow;Bützow;Bützow;;Bützow;;;;;;;;;x
b_sternberg;Sternberg;Sternberg;Sternberg;;Sternberg;;;;;;;;;x
#Brandenburg;;;;;;;;;;;;;;x
b_pritzwalk;Pritzwalk;Pritzwalk;Pritzwalk;;Pritzwalk;;;;;;;;;x
#Braunschewig-Lüneburg;;;;;;;;;;;;;;x
b_grabowdannenberg;Grabow;Grabow;Grabow;;Grabow;;;;;;;;;x
b_domitzdannenberg;Dömitz;Dömitz;Dömitz;;Dömitz;;;;;;;;;x
#Slesvig(nordfriisland);;;;;;;;;;;;;;x
b_lith;Lith;Lith;Lith;;Lith;;;;;;;;;x
b_rungholt;Rungholt;Rungholt;Rungholt;;Rungholt;;;;;;;;;x
b_galmesbol;Galmsbel;Galmsbel;Galmsbel;;Galmsbel;;;;;;;;;x
b_husum;Husembro;Husembro;Husembro;;Husembro;;;;;;;;;x
b_bredftede;Bredftede;Bredftede;Bredftede;;Bredftede;;;;;;;;;x
b_limbeck;Limbekburgr;Limbekburgr;Limbekburgr;;Limbekburgr;;;;;;;;;x
b_laekhus;Lækhuus;Lækhuus;Lækhuus;;Lækhuus;;;;;;;;;x
#########################################;;;;;;;;;;;;;;x
#Aosta;;;;;;;;;;;;;;x
b_clyaosta;Cly;Cly;Cly;;Cly;;;;;;;;;x
#Frisia and and Oldenburg;;;;;;;;;;;;;;x
b_siebethsburg;Siebethsburg;Siebethsburg;Siebethsburg;;Siebethsburg;;;;;;;;;x
b_schortens;Schortens;Schortens;Schortens;;Schortens;;;;;;;;;x
b_westerstede;Westerstede;Westerstede;Westerstede;;Westerstede;;;;;;;;;x
b_wiefelstede;Wiefelstede;Wiefelstede;Wiefelstede;;Wiefelstede;;;;;;;;;x
b_aberlleiniog;Aberlleiniog;Aberlleiniog;Aberlleiniog;;Aberlleiniog;;;;;;;;;x
b_beaymaris;Beaumaris;Beaumaris;Beaumaris;;Beaumaris;;;;;;;;;x
b_courtenay;Courtenay;Courtenay;Courtenay;;Courtenay;;;;;;;;;x
#Rethel;;;;;;;;;;;;;;x
b_signylabbeye;Signy;Signy;Signy;;Signy;;;;;;;;;x
b_attignyardennes;Attigny;Attigny;Attigny;;Attigny;;;;;;;;;x
b_doumely;Doumely;Doumely;Doumely;;Doumely;;;;;;;;;x
b_sedan;Sedan;Sedan;Sedan;;Sedan;;;;;;;;;x
b_buzancy;Buzancy;Buzancy;Buzancy;;Buzancy;;;;;;;;;x
b_mezieres;Mézières;Mézières;Mézières;;Mézières;;;;;;;;;x
b_louvois;Louvois;Louvois;Louvois;;Louvois;;;;;;;;;x
b_montmort;Montmort;Montmort;Montmort;;Montmort;;;;;;;;;x
b_montmirail;Montmirail;Montmirail;Montmirail;;Montmirail;;;;;;;;;x
b_vitry;Vitry;Vitry;Vitry;;Vitry;;;;;;;;;x
#Blois;;;;;;;;;;;;;;x
b_meung;Meung;Meung;Meung;;Meung;;;;;;;;;x
b_bourgmoyen;Bourgmoyen;Bourgmoyen;Bourgmoyen;;Bourgmoyen;;;;;;;;;x
#Touluse;;;;;;;;;;;;;;x
b_casseneuil;Casseneuil;Casseneuil;Casseneuil;;Casseneuil;;;;;;;;;x
b_abbayedeysses;Abbaye d'Eysses;Abbaye d'Eysses;Abbaye d'Eysses;;Abbaye d'Eysses;;;;;;;;;x
b_mondenard;Mondenard;Mondenard;Mondenard;;Mondenard;;;;;;;;;x
b_morlhorn;Morlhorn;Morlhorn;Morlhorn;;Morlhorn;;;;;;;;;x
